ID,ID LATTES,ORIENTAÇÕES CONC. TCC,ORIENTACOES CONC. ESPECIALIZACAO,O.P MESTRADO CONC.,O.P MESTRADO AND.,O.P DOUTORADO CONC.,O.P DOUTORADO AND.,C.O MESTRADO CONC.,C.O MESTRADO AND.,C.O DOUTORADO CONC.,C.O DOUTORADO AND.,BOLSA PRODUTIVIDADE,PUB. TEC. E ART.,LIVROS ISBN,CAPÍTULOS ISBN,PUB. TRAB. EVENTOS,PATENTES,REGISTROS DE SW,ORIENTAÇÕES I.C,EVENTOS ORGANIZADOS,PUBLICAÇÕES CIENTÍFICAS,PI,Obs,Grande Área,Titulação,Unidade
383,7718651811062865,5,0,4,2,0,2,1,0,0,0,,0,5,1,0,0,0,6,11,17,"203,98",,Ciências da Saúde,Campus Petrolina,Campus Petrolina
384,4395004424144398,0,0,0,0,0,0,0,0,0,0,,8,0,2,0,1,0,0,3,34,"182,68",,Ciências da Saúde,Faculdade de Odontologia de Pernambuco,Faculdade de Odontologia de Pernambuco
385,776204818245943,4,0,7,4,0,2,0,0,0,0,,2,0,5,0,0,0,4,2,20,"208,69",,Ciências Biológicas,Campus Petrolina,Campus Petrolina
386,8623507844537996,8,0,0,0,0,0,0,0,0,0,,0,2,13,4,0,0,3,8,9,"130,8",,"Linguística, Letras e Artes",Campus Mata Norte,Campus Mata Norte
387,1644967758056091,22,6,8,5,0,0,0,0,0,0,,2,7,14,7,0,0,32,14,17,"380,94",,Ciências Humanas,Campus Arcoverde,Campus Arcoverde
388,6537056532242570,7,0,0,0,0,0,1,0,0,0,,0,3,1,3,0,0,1,6,8,"110,57",,Ciências Biológicas,Campus Petrolina,Campus Petrolina
389,8246648223691009,1,0,0,0,0,0,1,1,0,0,,0,1,2,4,0,0,0,4,2,"39,06",,Ciências Humanas,Campus Petrolina,Campus Petrolina
390,7613089587654124,0,0,0,0,0,0,0,0,0,0,,1,0,1,10,0,0,0,0,10,"83,15",,Ciências Exatas e da Terra,Escola Politécnica de Pernambuco,Escola Politécnica de Pernambuco
391,7529601152586870,7,2,0,2,0,0,0,0,0,0,,0,0,3,2,0,0,0,4,3,"65,78",,Ciências Humanas,Escola Superior de Educação Física,Escola Superior de Educação Física
392,4938451737451535,4,0,0,0,0,0,0,0,0,0,,1,4,8,0,0,0,0,7,11,"118,62",,"Linguística, Letras e Artes",Campus Petrolina,Campus Petrolina
393,6358651010707043,6,0,2,2,7,5,0,0,0,0,1,0,0,0,0,0,0,8,0,28,"298,59",,Ciências da Saúde,Campus Petrolina,Campus Petrolina
394,3754094644917478,4,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,4,0,2,"41,66",,Ciências Biológicas,Campus Petrolina,Campus Petrolina
395,3277723105321597,24,0,0,5,0,0,1,0,0,0,,0,0,1,9,0,0,5,1,6,"161,97",,Ciências Exatas e da Terra,Escola Politécnica de Pernambuco,Escola Politécnica de Pernambuco
396,1452772182854868,6,2,0,0,0,0,1,0,0,0,,0,1,5,0,0,0,2,4,2,"61,99",,Ciências da Saúde,Campus Petrolina,Campus Petrolina
397,6294653186161097,6,17,0,7,0,2,1,0,1,0,,4,0,1,1,6,1,2,2,16,"269,14",,Engenharias,Escola Politécnica de Pernambuco,Escola Politécnica de Pernambuco
398,1797280118220965,0,0,4,2,2,9,1,1,0,0,1,3,11,35,12,19,0,28,0,39,"789,75",,Ciências Agrárias,Instituto de Ciências Biológicas,Instituto de Ciências Biológicas
399,5769911720832080,0,1,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,2,0,4,"47,66",,Ciências da Saúde,Faculdade de Ciências Médicas de Pernambuco,Faculdade de Ciências Médicas de Pernambuco
400,5946518736077473,18,2,3,3,0,0,5,3,2,1,,2,0,17,3,0,0,13,3,23,"324,63",,Ciências Biológicas,Campus Garanhuns,Campus Garanhuns
401,6753887560570696,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2,"32,61",,Ciências da Saúde,Faculdade de Enfermagem Nossa Senhora das Graças,Faculdade de Enfermagem Nossa Senhora das Graças
402,5163989360351447,4,0,15,2,2,10,0,0,0,0,,2,3,20,0,0,0,4,6,10,"262,51",,"Linguística, Letras e Artes",Campus Mata Norte,Campus Mata Norte
403,6853003400949081,7,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,5,11,"116,33",,Ciências da Saúde,Campus Petrolina,Campus Petrolina
404,2751478659630007,4,0,6,3,1,4,0,0,2,0,1,2,0,3,0,2,0,3,2,53,"490,51",,Ciências da Saúde,Faculdade de Odontologia de Pernambuco,Faculdade de Odontologia de Pernambuco
405,8202841216002455,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,5,"43,14",,"Linguística, Letras e Artes",Campus Garanhuns,Campus Garanhuns
406,"9,51370206789676E+015",8,0,0,0,0,0,0,1,0,0,,0,11,14,2,0,0,8,15,2,"151,41",,Ciências Humanas,Campus Petrolina,Campus Petrolina
407,4606917035558375,12,0,5,0,0,0,0,0,0,0,,0,2,0,0,0,0,1,3,5,"104,62",,"Linguística, Letras e Artes",Campus Garanhuns,Campus Garanhuns
408,879864383265157,27,10,0,5,0,0,2,0,0,0,1,3,8,25,1,0,0,7,3,38,"481,27",,"Linguística, Letras e Artes",Campus Garanhuns,Campus Garanhuns
409,7940613323209791,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,"3,04",,Ciências Humanas,Campus Petrolina,Campus Petrolina
410,396447387405747,9,1,0,0,0,0,0,0,0,0,,0,1,19,5,0,0,1,4,5,"126,3",,Ciências Humanas,Instituto de Ciências Biológicas,Instituto de Ciências Biológicas
411,722783724229470,2,12,0,1,0,2,0,0,0,0,,14,0,0,0,0,0,4,8,26,"155,87",,Ciências da Saúde,Faculdade de Enfermagem Nossa Senhora das Graças,Faculdade de Enfermagem Nossa Senhora das Graças
412,5033340358002701,9,0,10,3,0,0,0,0,4,0,,5,2,8,21,0,0,13,1,47,"498,34",,Engenharias,Escola Politécnica de Pernambuco,Escola Politécnica de Pernambuco
413,1815329773344625,9,0,0,2,0,0,0,0,0,0,,0,0,3,0,0,0,0,5,3,"61,98",,Ciências Humanas,Campus Garanhuns,Campus Garanhuns
414,5032508553023766,1,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0,4,0,"13,06",,Ciências Sociais Aplicadas,Campus Caruaru,Campus Caruaru
415,7480197435353915,4,0,1,2,0,0,2,0,1,2,,1,0,3,0,0,0,18,7,16,"183,47",,Ciências da Saúde,Campus Arcoverde,Campus Arcoverde
416,"9,58778585593317E+015",12,1,4,6,0,0,4,2,0,0,,2,1,17,0,0,0,10,6,23,"301,1",,Ciências Humanas,Campus Garanhuns,Campus Garanhuns
417,8023585720097105,11,0,4,1,0,3,0,0,0,0,,0,0,5,0,0,0,14,2,2,"121,2",,Ciências Biológicas,Instituto de Ciências Biológicas,Instituto de Ciências Biológicas
418,4318724716715426,10,0,2,3,1,3,0,0,1,1,,4,1,2,2,0,0,8,11,18,"204,29",,Ciências da Saúde,Campus Petrolina,Campus Petrolina
419,1529690202882268,7,0,0,0,0,0,1,0,0,0,,1,0,0,2,0,0,8,0,2,"52,73",,Ciências Exatas e da Terra,Campus Caruaru,Campus Caruaru
420,689848558441644,3,0,9,3,2,2,0,0,0,0,,0,0,2,0,0,0,6,4,19,"217,95",,Ciências Humanas,Campus Petrolina,Campus Petrolina
421,3732457507833984,8,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,0,3,3,1,"46,33",,Ciências Humanas,Faculdade de Ciências Médicas de Pernambuco,Faculdade de Ciências Médicas de Pernambuco
422,2938450323089271,4,0,0,0,0,0,0,0,0,0,,0,4,0,2,0,0,8,41,1,"58,08",,Ciências Humanas,Campus Petrolina,Campus Petrolina
423,7465688839153672,1,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,"9,16",,Ciências da Saúde,Faculdade de Odontologia de Pernambuco,Faculdade de Odontologia de Pernambuco
424,3729803229618174,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,Ciências Exatas e da Terra,Escola Politécnica de Pernambuco,Escola Politécnica de Pernambuco
425,6347579199245276,7,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,"37,09",,Ciências da Saúde,Faculdade de Enfermagem Nossa Senhora das Graças,Faculdade de Enfermagem Nossa Senhora das Graças
426,528574787553376,7,0,0,0,0,0,0,0,0,0,,0,1,5,1,0,0,3,2,5,"83,34",,Ciências Humanas,Campus Petrolina,Campus Petrolina
427,3141366608063937,3,0,0,0,0,0,0,0,0,0,,0,2,3,0,0,0,1,2,1,"36,7",,"Linguística, Letras e Artes",Campus Petrolina,Campus Petrolina
428,6432555655703440,14,0,0,0,0,0,0,0,0,0,,1,0,3,0,0,0,5,31,12,"125,09",,Ciências da Saúde,Campus Petrolina,Campus Petrolina
429,6550566196029253,21,0,0,2,0,0,0,0,0,0,,0,0,1,0,0,0,1,6,1,"81,96",,"Linguística, Letras e Artes",Campus Mata Norte,Campus Mata Norte
430,1559938145343196,12,0,0,0,0,0,0,0,0,0,,0,5,18,0,0,0,0,13,6,"149,55",,Ciências da Saúde,Campus Petrolina,Campus Petrolina
431,4789960762797571,10,10,1,2,0,0,0,0,0,0,,1,5,5,0,0,0,17,6,5,"170,19",,Ciências Humanas,Campus Petrolina,Campus Petrolina
432,1291705349387054,33,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,5,"132,22",,Ciências da Saúde,Escola Superior de Educação Física,Escola Superior de Educação Física
433,6734461367198403,13,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,11,10,8,"123,47",,Ciências Humanas,Campus Petrolina,Campus Petrolina
434,1724280775437182,5,1,0,1,0,0,0,0,0,0,,0,14,24,0,0,0,1,3,3,"179,4",,Ciências Humanas,Campus Mata Norte,Campus Mata Norte
435,257673873603782,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,2,0,1,"15,8",,Ciências Sociais Aplicadas,Faculdade de Ciências da Administração de Pernambuco,Faculdade de Ciências da Administração de Pernambuco
436,1672943554699512,18,0,0,0,0,0,0,0,0,0,,9,0,6,2,0,0,0,0,22,"171,14",,Ciências Sociais Aplicadas,Campus Salgueiro,Campus Salgueiro
437,2238450824510950,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,34,"240,08",,Ciências da Saúde,Instituto de Ciências Biológicas,Instituto de Ciências Biológicas
438,4446704088895133,0,0,0,0,0,0,0,0,0,0,,1,0,3,0,0,0,0,0,8,"48,2",,Ciências da Saúde,Faculdade de Odontologia de Pernambuco,Faculdade de Odontologia de Pernambuco
439,311638023023473,3,0,0,0,0,0,0,2,0,0,,1,0,0,0,0,0,1,1,20,"122,46",,Ciências da Saúde,Faculdade de Odontologia de Pernambuco,Faculdade de Odontologia de Pernambuco
440,2866782966429126,1,0,0,0,0,0,1,0,0,0,,0,0,0,2,0,0,0,0,18,"143,26",,Engenharias,Escola Politécnica de Pernambuco,Escola Politécnica de Pernambuco
441,3476550607994320,17,1,5,7,0,4,1,0,1,0,,3,3,3,0,0,0,37,6,19,"333,83",,Ciências da Saúde,Campus Petrolina,Campus Petrolina
442,2796640443683985,16,0,3,2,0,0,2,3,0,0,,2,0,3,1,0,0,10,1,13,"181,51",,Ciências Biológicas,Campus Garanhuns,Campus Garanhuns
443,3342620945284453,11,0,5,4,0,1,0,0,0,0,,0,2,4,1,0,0,7,11,6,"149,97",,Ciências Humanas,Campus Mata Norte,Campus Mata Norte
444,6983062600421377,9,5,4,3,0,1,0,0,0,0,,3,0,3,0,0,0,22,6,28,"292,9",,Ciências da Saúde,Faculdade de Enfermagem Nossa Senhora das Graças,Faculdade de Enfermagem Nossa Senhora das Graças
445,4317850768619496,1,2,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,2,"27,47",,Ciências da Saúde,Faculdade de Enfermagem Nossa Senhora das Graças,Faculdade de Enfermagem Nossa Senhora das Graças
446,"9,89588154470289E+015",0,7,6,5,0,1,4,3,0,0,,0,2,8,1,0,0,5,4,12,"207,35",,Ciências da Saúde,Campus Garanhuns,Campus Garanhuns
447,8129166589399635,3,0,6,6,0,1,5,1,1,1,,10,13,16,30,0,0,4,0,43,"482,15",,Engenharias,Escola Politécnica de Pernambuco,Escola Politécnica de Pernambuco
448,2623905128469403,28,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,5,2,36,"318,28",,Ciências da Saúde,Escola Superior de Educação Física,Escola Superior de Educação Física
449,204772340851287,5,0,5,1,1,1,1,0,0,3,1,0,1,1,0,0,0,16,0,32,"355,68",,Ciências Biológicas,Campus Garanhuns,Campus Garanhuns
450,4172369047278624,0,0,4,0,2,4,0,0,0,0,,1,1,4,0,0,0,7,4,23,"237,1",,Ciências da Saúde,Instituto de Ciências Biológicas,Instituto de Ciências Biológicas
